emotion,Prompt,EA-bart-base,EA-t5-base
fear,generate fear Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I had,I had to present in front of a large group of important people and give training,I had to go into the hospital with my GP because I was unsure what was wrong with me
fear,generate fear Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I had,I had to stand up in front of a large group of important people and give training,I had to go into a hospital because I didn't know what was wrong with me.
fear,generate fear Attention NoRESP Control NoCIRC NoPLEA Effort NoCERT: I had,I had to give a public speech,I had to go into a car crash
fear,generate fear Attention NoRESP Control NoCIRC NoPLEA Effort NoCERT: I had,I had a conversation about finances with my partner,I had to go into a hospital with covid type symptoms and give birth
fear,generate fear Attention NoRESP Control NoCIRC NoPLEA Effort NoCERT: I had,I had to make new friends at university and talk to lots of new people,I had to go into a hospital with covid type symptoms and be put under general anesthesia to
fear,generate fear Attention NoRESP Control NoCIRC NoPLEA Effort NoCERT: I had,I had to present in front of a large group of important people and give training,I had to go into a car accident because I didn't know what was wrong with me.
fear,generate fear Attention NoRESP Control NoCIRC NoPLEA Effort NoCERT: I had,I had to go on a rollercoaster at a theme park.,I had to go into the hospital with my GP because I didn't know what was wrong with
fear,generate fear Attention NoRESP NoCONT Circumstance NoPLEA NoEFFO NoCERT: I had,I had a health...,I had to go into a hospital with covid type symptoms and give birth
fear,generate fear Attention NoRESP NoCONT Circumstance NoPLEA NoEFFO NoCERT: I had,I had a conversation about finances with my partner,I had to go into the emergency room
fear,generate fear Attention NoRESP NoCONT Circumstance NoPLEA NoEFFO NoCERT: I had,I had a car accident,I had to go into a hospital because I didn't know what was wrong with me.
fear,generate fear Attention NoRESP NoCONT Circumstance NoPLEA NoEFFO NoCERT: I had,I had an allergic reaction to peanuts.,I had to go into a hospital with covid type symptoms and be put under general anesthesia to
fear,generate fear Attention NoRESP NoCONT Circumstance NoPLEA NoEFFO NoCERT: I had,I had a blood test,I had to go into the hospital with my GP because I didn't know what was wrong with
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I had,I had to tell my parents I wanted to go back to school and move out of their house,I had to go back to work after a long time apart due to covid
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I had,I had to lie to my kids about everything been alright with their father,I had to take a break from my job because I felt I had let myself down.
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I had,I had to say goodbye to a really good friend because I was flying across the country to visit,I had to go to the gym and get a new phone for my son
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I had,I had a co-worker from another dept try to blame my manager and I for a,I had to take time off from work because I didn't want to spend time with my family.
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I had,I had to say goodnight to a really good friend who turned their back on me with no,I had to take time out from my job to complete a project.
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: I had,I had to tell my parents I wanted to go back to school and move out of their house,I had to go back to work after a long time apart due to covid
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: I had,I had to lie to my kids about everything been alright with their father,I had to take a break from my job because I didn't want to hurt anyone.
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: I had,I had to say goodbye to a really good friend because I was flying across the country to visit,I had to take a break from my job because I felt I had let myself down.
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: I had,I had a co-worker from another dept try to blame my manager and I for a,I had to take a break from my job because I didn’t want to hurt anyone.
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA Effort NoCERT: I had,I had to say goodnight to my daughter and sent her to school without a costume.,I had to get a new car because I didn't want to drive it.
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to tell my parents I wanted to go back to school and move out of their house,I had to take a break from my job because I felt I had let myself down.
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,"I had to leave my dog in on her own for the whole day, and she looks at",I had to go to the gym
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to lie to my kids about everything been alright with their father,I had to go back to work after a long time apart due to covid
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to say goodbye to a really good friend because I was flying across the country to visit,I had to leave my dog for a week so I didn't have to worry about it
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to leave my dog at home for a week even though it was a new puppy,I had to go to the gym and do a lot of laundry
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I had,I had to tell my parents I wanted to go back to school and move out of their house,I had to go to the gym
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I had,"I had to leave my dog in on her own for the whole day, and she looks at",I had to go back to work after a long time apart due to covid
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I had,I had to say goodbye to a really good friend because I was flying across the country to visit,I had to take a break from my job because I felt I had let myself down.
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I had,I had to lie to my kids about everything been alright with their father,I had to take a break from my job because I felt I should have done it sooner rather than
guilt,generate guilt NoATTE Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I had,I had to tell someone I was autistic because I couldn't cope with my surroundings and they thought,I had to leave my dog for a week so I didn't have to worry about it
guilt,generate guilt NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to tell my parents I wanted to go back to school and move out of their house,I had to take a break from my job because I felt I had let myself down.
guilt,generate guilt NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I had,"I had to leave my dog in on her own for the whole day, and she looks at",I had to go back to work after a long time apart due to covid
guilt,generate guilt NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to lie to my kids about everything been alright with their father,I had to go to the gym
guilt,generate guilt NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to say goodbye to a really good friend because I was flying across the country to visit,"I had to go to the gym and get a new phone for my son, which I had wanted"
guilt,generate guilt NoATTE Responsibility NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to voluntarily go on a leave at work because I couldn't concentrate.,I had to leave my dog for a week so I didn't have to worry about it
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I had,I had to tell my parents I wanted to go back to school and move out of their house,I had to take a break from my job because I felt I had let myself down.
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I had,I had to lie to my kids about everything been alright with their father,I had to go back to work after a long time apart due to covid
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I had,I had a co-worker from another dept try to blame my manager and I for a,I had to take a break from my job because I felt I should have done it sooner rather than
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I had,I had to say goodbye to a really good friend because I was flying across the country to visit,I had to take time out from my day job because I didn't want to spend time with my
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO Certainty: I had,I had to say hi to a really good friend who was struggling in our long lockdown and I,I had to go to the gym and get a new phone for my son
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had to tell my parents I wanted to go back to school and move out of their house,I had to go back to work after a long time apart due to covid
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had to lie to my kids about everything been alright with their father,I had to take a break from my job because I felt I had let myself down.
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had to say goodbye to a really good friend because I was flying across the country to visit,I had to take time out from my job and do a lot of laundry
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had a co-worker from another dept try to blame my manager and I for a,I had to go to the gym and get a new phone for my son
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had to say hi to a really good friend who was struggling in our long lockdown and I,I had to take time off from work because I didn't want to spend time with my family.
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to tell my parents I wanted to go back to school and move out of their house,I had to go back to work after a long time apart due to covid
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to lie to my kids about everything been alright with their father,I had to take a break from my job because I felt I had let myself down.
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to say goodbye to a really good friend because I was flying across the country to visit,I had to take a break from my job because I didn't want to hurt anyone.
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to tell my parents about my mental health and they were very supportive of this and made,I had to take a break from my job and leave my kids
guilt,generate guilt Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to say hi to my boss who turned his head just as I was about to speak,I had to take a break from my job because I felt I should have done better.
guilt,generate guilt Attention NoRESP Control NoCIRC NoPLEA Effort Certainty: I had,I had to tell my parents I wanted to go back to school and move out of their house,I had to go back to work after a long time apart due to covid
guilt,generate guilt Attention NoRESP Control NoCIRC NoPLEA Effort Certainty: I had,I had to lie to my kids about everything been alright with their father,I had to take a break from my job because I felt I had let myself down.
guilt,generate guilt Attention NoRESP Control NoCIRC NoPLEA Effort Certainty: I had,I had to say goodbye to a really good friend because I was flying across the country to visit,I had to take time out from my job and do a lot of laundry
guilt,generate guilt Attention NoRESP Control NoCIRC NoPLEA Effort Certainty: I had,I had a co-worker from another dept try to blame my manager and I for a,I had to take time off from work because I didn't want to spend time with my family.
guilt,generate guilt Attention NoRESP Control NoCIRC NoPLEA Effort Certainty: I had,I had to tell my parents about my mental health and they were very supportive of this and made,I had to take time out from my job to complete a project.
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to tell my parents I wanted to go back to school and move out of their house,I had to take a break from my job because I felt I had let myself down.
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to lie to my kids about everything been alright with their father,I had to go back to work after a long time apart due to covid
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had a co-worker from another dept try to blame my manager and I for a,I had to take a break from my job because I felt I should have done better.
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to tell someone I was autistic because I couldn't cope with my surroundings and they thought,I had to take a break from my job because I didn't want to hurt anyone.
guilt,generate guilt Attention Responsibility Control NoCIRC NoPLEA NoEFFO NoCERT: I had,I had to say hi to a really good friend who was struggling in our long lockdown and I,I had to take time out from my day job because I didn't want to spend time with my
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort Certainty: I had,I had a baby.,I had a baby.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort Certainty: I had,I had my baby,I had to move into my current apartment with my boyfriend and bring my cat with me.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort Certainty: I had,I had a baby,I had to move back in with my family after a long time apart.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort Certainty: I had,I had funding confirmed for fertility treatment,I had to move into a new apartment with my boyfriend
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort Certainty: I had,I had a really good track race,I had to move to a new city with my family
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I had,I had a baby.,I had a baby.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I had,I had a really good track race,I had to move into my current apartment with my boyfriend and bring my cat with me.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I had,I had a baby,I had to move into my current apartment with my boyfriend and bring my cat with me. We had been
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I had,I had funding confirmed for fertility treatment,I had to move into a new apartment with my boyfriend and bring my cat with me.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I had,I had the awesome job I applied for.,I had to move into my new apartment with my boyfriend and bring my cat with me.
joy,generate joy NoATTE NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I had,I had a really good track race,I had to move into a new apartment with my boyfriend and bring my cat with me. We had
joy,generate joy NoATTE NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I had,I had a conversation about finances with my partner,I had to take part in an online job-interview using software I had never used before.
joy,generate joy NoATTE NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I had,I had a serious conversation about finances with my partner,I had to move into a new apartment with my boyfriend and bring my cat with me.
joy,generate joy NoATTE NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I had,I had a good track race,I had a baby
joy,generate joy NoATTE NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I had,I had a discussion about finances with my partner,I had to move back in with my parents after a long time apart.
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I had,I had a really good track race,I had to move into a new apartment with my boyfriend
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I had,I had a baby.,I had to move into my new apartment with my boyfriend and bring my cat with me.
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I had,I had the opportunity to win it.,I had to move into a new apartment with my boyfriend and bring my cat with me.
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I had,I had a much needed vacation and break from social media,I had to move into my current apartment with my boyfriend and bring my cat with me. We had been
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO Certainty: I had,I had to go on my holiday to Copenhagen.,I had to move into my current apartment with my boyfriend and bring my cat with me.
joy,generate joy Attention NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I had,I had a baby.,I had a baby
joy,generate joy Attention NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I had,I had a really good track race,I had a baby.
joy,generate joy Attention NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I had,I had a baby,I had to move into a new apartment with my boyfriend and bring my cat with me.
joy,generate joy Attention NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I had,I had the opportunity to win it.,I had to move into a new apartment with my boyfriend and bring my cat with me. We had
joy,generate joy Attention NoRESP NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I had,I had to go on my holiday to Copenhagen.,I had to take part in an online job-interview using software I had never used before.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I had,I had a baby.,I had a baby.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I had,I had a really good track race,I had a baby
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I had,I had a baby,I had to take part in an online job-interview using software I had never used before.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I had,I had my baby,I had to move into a new apartment with my boyfriend and bring my cat with me.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I had,I had funding confirmed for fertility treatment,I had to move into a new apartment with my boyfriend and bring my cat with me. We had
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort NoCERT: I had,I had a baby.,I had a baby.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort NoCERT: I had,I had my baby,I had to move back in with my parents after a long time apart due to covid
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort NoCERT: I had,I had a baby,I had to take part in an online job-interview using software I had never used before.
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort NoCERT: I had,I had funding confirmed for fertility treatment,I had to move back to the US after being away for a year due to COVID-19
joy,generate joy Attention Responsibility Control NoCIRC Pleasantness Effort NoCERT: I had,I had a really good track race,I had to move into my current apartment with my boyfriend and bring my cat with me. We had been
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I had,I had a really good track race,I had to take part in an online job-interview using software I had never used before.
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I had,I had a baby.,I had to move into a new apartment with my boyfriend and bring my cat with me.
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I had,I had a new puppy,I had to go on a road trip with my family because I felt safe and at home.
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I had,I had to go on my holiday to Copenhagen.,I had to move into a new apartment with my boyfriend and bring my cat with me. We had
joy,generate joy NoATTE Responsibility Control NoCIRC Pleasantness NoEFFO NoCERT: I had,I had a long time apart due to COVID-19,I had to take part in a work trip that I had planned for months leading up to it.
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness Effort Certainty: I had,I had a baby.,I had a baby.
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness Effort Certainty: I had,I had my baby,I had to move back in with my family after a long time apart.
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness Effort Certainty: I had,I had a baby,I had to move into my current apartment with my boyfriend and bring my cat with me.
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness Effort Certainty: I had,I had funding confirmed for fertility treatment,I had to move to a new city with my family
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness Effort Certainty: I had,I had the baby.,I had to move into a new apartment with my boyfriend
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I had,I had a baby.,I had a baby
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I had,I had a really good track race,I had a baby.
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I had,I had my baby,I had to move into a new apartment with my boyfriend and bring my cat with me.
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I had,I had a baby,I had to take part in an online job-interview using software I had never used before.
joy,generate joy Attention Responsibility NoCONT NoCIRC Pleasantness NoEFFO NoCERT: I had,I had the opportunity to win it.,I had to move into a new apartment with my boyfriend and bring my cat with me. We had
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I had,I had a miscarriage,I had to go back to work after a long time apart due to COVID-19. I
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I had,I had to give my dog a new puppy,I had to go into hospital with covid 19
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I had,I had to give my dog a new coat,I had to go back to work after a long time apart due to COVID-19
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I had,I had to have my elderly dog put to sleep,I had to go into hospital with covid-19
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I had,I had to give birth to my first child,I had to move away from my home country for a few months due to COVID-19.
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to leave my dog,I had to go back to work after a long time apart due to COVID-19
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to leave Texas to go to college in New Haven.,I had to go back to work after a long time apart due to COVID-19. I
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to quit my job as a child care taker.,I had to go back to work after a long time apart due to covid
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to leave for college,I had to leave my job
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to leave my dog for a new year and I was very,I had to go back to work after weeks of trying.
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I had,I had to leave my dog,I had to go back to work after a long time apart due to COVID-19. I
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I had,I had to leave Texas to go to college in New Haven.,I had to move away from my home town.
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I had,I had to leave my dog for a new year and I was very,I had to go into hospital with covid type symptoms and be put under general anesthesia to have them
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I had,I had to quit my job as a child care taker.,I had to go into hospital with covid-19
sadness,generate sadness Attention NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I had,I had to leave my dog for an unknown amount of time due to covid,I had to go back to work after a long time apart due to COVID-19
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had to leave my dog,I had to leave my job
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had to leave Texas to go to college in New Haven.,I had to go back to work after a long time apart due to COVID-19. I
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had to leave for college,I had to go back to work after a long time apart due to COVID-19
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had to quit my job as a child care taker.,I had to go back to work after a long time apart due to covid
sadness,generate sadness Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had to leave my dog for a new year and I was very,I had to move away from my home town.
sadness,generate sadness NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to quit my job as a child care taker.,I had to leave my job
sadness,generate sadness NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to leave Texas to go to college in New Haven.,I had to go back to work after a long time apart due to COVID-19. I
sadness,generate sadness NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to leave for college,I had to go back to work after a long time apart due to COVID-19
sadness,generate sadness NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to leave my dog for a new job because I couldn't concentrate.,I had to go back to work after a long time apart due to covid
sadness,generate sadness NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to leave my dog,I had to go back to work after a long time apart because of COVID-19. I
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I had,I had to give my dog a new coat,I had to go back to work after a long time apart due to COVID-19. I
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I had,I had to give my dog a new puppy,I had to go into hospital with covid 19
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I had,I had a termination,I had to go back to work after a long time apart due to COVID-19
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I had,I had to have my elderly dog put to sleep,I had to go into hospital with covid-19
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I had,I had to give birth to my first child,I had to go to the hospital with my GP because I couldn't cope with the stress of
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA NoEFFO NoCERT: I had,I had to give my dog a new coat,I had to go back to work after a long time apart due to COVID-19
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA NoEFFO NoCERT: I had,I had to give my dog a new puppy,I had to go into hospital with my GP after a long time apart due to COVID
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA NoEFFO NoCERT: I had,I had to have my elderly dog put to sleep,I had to go into hospital with covid 19
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA NoEFFO NoCERT: I had,I had a termination,I had to go to the hospital for a procedure I hadn't planned on taking.
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA NoEFFO NoCERT: I had,I had to quit my job as a child care taker.,I had to go into hospital with covid type symptoms
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I had,I had to leave my dog,I had to go into hospital with covid type symptoms and be put under general anesthesia to have them
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I had,I had to leave Texas to go to college in New Haven.,I had to go back to work after a long time apart due to COVID-19. I
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I had,I had to leave my dog for a new year and I was very,I had to move away from my home town.
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I had,I had to leave for college,I had to go back to work after a long time apart due to COVID-19
sadness,generate sadness NoATTE NoRESP NoCONT Circumstance NoPLEA Effort Certainty: I had,I had to leave my dog for a new job because I didn't love her,I had to go into hospital with covid-19
sadness,generate sadness Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had to leave Texas to go to college in New Haven.,I had to leave my job
sadness,generate sadness Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had to leave for college,I had to go back to work after a long time apart due to COVID-19. I
sadness,generate sadness Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had to quit my job as a child care taker.,I had to go back to work after a long time apart due to COVID-19
sadness,generate sadness Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had to move to another state as my partner.,I had to move away from my home town.
sadness,generate sadness Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had to leave my dog,I had to go back to work after a long time apart due to covid
sadness,generate sadness Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I had,I had to leave Texas to go to college in New Haven.,I had to leave my job
sadness,generate sadness Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I had,I had to leave for college,I had to go back to work after a long time apart due to COVID-19. I
sadness,generate sadness Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I had,I had to move to another state as my partner.,I had to go back to work after a long time apart due to COVID-19
sadness,generate sadness Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I had,I had to quit my job as a child care taker.,I had to move away from my home town.
sadness,generate sadness Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I had,I had to leave my dog,I had to go back to work after a long time apart due to covid
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to tell my parents I wanted to go back to school and move out of their house,I had to go back to work after a long time apart due to covid
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to lie to my wife about opening her card in the mail,I had to take a break from my job because I felt I had let myself down.
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to tell someone I was autistic because I couldn't cope with my surroundings and they thought,I had to go back to work after a long time apart due to COVID-19
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had a co-worker from another dept try to blame my manager and I for a,I had to take a break from my job because I didn't know what was wrong with me
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort NoCERT: I had,I had to lie to my kids about everything been alright with their father,I had to take a break from my job because I didn't want to hurt anyone.
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I had,I had a conversation about finances with my partner,I had to go back to work after a long time apart due to covid
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I had,I had to lie to my wife about opening her card in the mail,I had to go back to work after a long time apart due to COVID-19
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I had,I had an argument with my partner but I couldn't bring myself to do it,I had to take time out from my job and do a lot of work and I felt...
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I had,I had an argument with my partner but ended up hurting him.,I had to take time off from work after a long time apart due to COVID-19.
shame,generate shame Attention Responsibility Control NoCIRC NoPLEA Effort Certainty: I had,I had an argument with my partner,I had to take time off from work because I didn't want to spend time with my family.
shame,generate shame Attention Responsibility NoCONT NoCIRC NoPLEA Effort Certainty: I had,I had to lie to my wife about opening her card in the mail,I had to go back to work after a long time apart due to covid
